Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant - Losing Voter Bloc Anomaly,Chamberlin-Courant - Removed Loser Ballots,Chamberlin-Courant - Winning Voter Bloc Anomaly,Chamberlin-Courant - Removed Winner Ballots,Greedy Chamberlin-Courant - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Loser Ballots,Greedy Chamberlin-Courant - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
glasgow_2022_ward2.csv,"[1, 3, 2]","{(8, 9, 6): 0, (9, 8, 6): 0, (7, 10, 6): 1, (7, 6, 9, 10): 0, (10, 8): 0, (8,): 77, (8, 9, 10): 0, (7, 8, 9, 10, 5): 0, (6, 9, 10): 0, (8, 10, 6): 0, (7, 9, 8, 10): 0, (7, 9, 6): 0, (8, 7, 6): 1, (7, 8, 6): 1, (5,): 10, (10, 6): 1, (10,): 10, (7, 9, 8): 3, (7, 10, 6, 9): 0, (5, 10): 0, (7,): 26, (8, 6): 0, (7, 6): 2, (6, 7, 9): 0, (8, 9, 7, 6): 0, (7, 8, 9): 17, (7, 8): 43, (6, 7): 0, (10, 7): 2, (7, 9): 3, (6, 10): 1, (7, 6, 9): 0, (7, 8, 10): 0, (9,): 8, (10, 7, 6): 1, (8, 7, 9): 13, (7, 6, 10): 0, (8, 7, 10): 0, (8, 6, 7): 1, (7, 9, 10): 1, (7, 10, 9): 0, (9, 8, 5, 7): 0, (6,): 3, (10, 8, 9): 0, (8, 9, 6, 7): 0, (9, 8, 7): 0, (10, 9, 8): 1, (9, 6, 10): 0, (7, 6, 8): 0, (6, 8): 0, (10, 5): 0, (5, 8): 0, (9, 7): 3, (8, 10): 1, (7, 10): 2, (7, 10, 5): 0, (8, 9): 17, (9, 7, 8): 1, (5, 7, 9): 0, (8, 9, 7): 9, (8, 10, 7, 6, 9): 0, (8, 7): 30, (6, 5): 0, (9, 8): 2}",,,"[1, 3, 2]","{(8, 9, 6): 0, (9, 8, 6): 0, (7, 10, 6): 1, (7, 6, 9, 10): 0, (10, 8): 0, (8,): 77, (8, 9, 10): 0, (7, 8, 9, 10, 5): 0, (6, 9, 10): 0, (8, 10, 6): 0, (7, 9, 8, 10): 0, (7, 9, 6): 0, (8, 7, 6): 1, (7, 8, 6): 1, (5,): 10, (10, 6): 1, (10,): 10, (7, 9, 8): 3, (7, 10, 6, 9): 0, (5, 10): 0, (7,): 26, (8, 6): 0, (7, 6): 2, (6, 7, 9): 0, (8, 9, 7, 6): 0, (7, 8, 9): 17, (7, 8): 43, (6, 7): 0, (10, 7): 2, (7, 9): 3, (6, 10): 1, (7, 6, 9): 0, (7, 8, 10): 0, (9,): 8, (10, 7, 6): 1, (8, 7, 9): 13, (7, 6, 10): 0, (8, 7, 10): 0, (8, 6, 7): 1, (7, 9, 10): 1, (7, 10, 9): 0, (9, 8, 5, 7): 0, (6,): 3, (10, 8, 9): 0, (8, 9, 6, 7): 0, (9, 8, 7): 0, (10, 9, 8): 1, (9, 6, 10): 0, (7, 6, 8): 0, (6, 8): 0, (10, 5): 0, (5, 8): 0, (9, 7): 3, (8, 10): 1, (7, 10): 2, (7, 10, 5): 0, (8, 9): 17, (9, 7, 8): 1, (5, 7, 9): 0, (8, 9, 7): 9, (8, 10, 7, 6, 9): 0, (8, 7): 30, (6, 5): 0, (9, 8): 2}",,,"[1, 3, 2]","{(8, 9, 6): 0, (9, 8, 6): 0, (7, 10, 6): 0, (7, 6, 9, 10): 0, (10, 8): 0, (8,): 38, (8, 9, 10): 0, (7, 8, 9, 10, 5): 0, (6, 9, 10): 0, (8, 10, 6): 0, (7, 9, 8, 10): 0, (7, 9, 6): 0, (8, 7, 6): 0, (7, 8, 6): 0, (5,): 5, (10, 6): 0, (10,): 5, (7, 9, 8): 1, (7, 10, 6, 9): 0, (5, 10): 0, (7,): 13, (8, 6): 0, (7, 6): 1, (6, 7, 9): 0, (8, 9, 7, 6): 0, (7, 8, 9): 8, (7, 8): 21, (6, 7): 0, (10, 7): 1, (7, 9): 1, (6, 10): 0, (7, 6, 9): 0, (7, 8, 10): 0, (9,): 4, (10, 7, 6): 0, (8, 7, 9): 6, (7, 6, 10): 0, (8, 7, 10): 0, (8, 6, 7): 0, (7, 9, 10): 0, (7, 10, 9): 0, (9, 8, 5, 7): 0, (6,): 1, (10, 8, 9): 0, (8, 9, 6, 7): 0, (9, 8, 7): 0, (10, 9, 8): 0, (9, 6, 10): 0, (7, 6, 8): 0, (6, 8): 0, (10, 5): 0, (5, 8): 0, (9, 7): 1, (8, 10): 0, (7, 10): 1, (7, 10, 5): 0, (8, 9): 8, (9, 7, 8): 0, (5, 7, 9): 0, (8, 9, 7): 4, (8, 10, 7, 6, 9): 0, (8, 7): 15, (6, 5): 0, (9, 8): 1}",,,,,,,,,,,,,,
glasgow_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward8.csv,,,"[1, 10, 7, 9]","{(9,): 112.0}",,,"[5, 1, 10, 7]","{(1,): 96.0, (1, 10): 3.0, (10,): 124.0, (10, 1): 13.0}",,,"[5, 1, 10, 9]","{(1,): 96.0}",,,,,,,,,,,,
highland_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
highland_2012_ward9.csv,,,"[10, 9, 7, 3]","{(10,): 74.0}",,,"[10, 9, 7, 3]","{(10,): 74.0}",,,,,,,,,,,,,,,,
highland_2017_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_inverness_central.csv,"[2, 5, 3]","{(8, 10, 4, 1): 0, (7, 4, 1): 0, (10, 8): 4, (8,): 28, (8, 4, 10): 0, (8, 10, 1, 4): 0, (8, 9, 10): 1, (10, 1, 8): 0, (10, 4, 9): 0, (8, 10, 1, 4, 9): 0, (1,): 12, (8, 7, 1): 0, (1, 4, 8, 10): 0, (10, 1, 9): 0, (9, 1): 0, (10, 1, 4, 8): 0, (4, 10, 1): 2, (4, 1, 8): 1, (10, 9, 8, 4): 0, (1, 10): 0, (4, 7): 0, (8, 1): 2, (10,): 17, (4, 1, 7): 0, (4, 7, 10): 0, (7,): 5, (9, 4, 1): 1, (1, 4, 8): 1, (1, 4): 6, (7, 10, 4): 0, (7, 8, 9): 1, (1, 4, 7, 10): 0, (4,): 2, (10, 7): 0, (1, 7): 0, (1, 4, 10): 2, (4, 1): 0, (4, 7, 1): 0, (9,): 4, (1, 10, 9): 0, (4, 10): 0, (8, 10, 4): 1, (7, 1): 0, (8, 4, 1, 9, 10): 0, (7, 4): 0, (10, 9, 7): 0, (7, 1, 4): 1, (1, 4, 9): 0, (1, 9, 4): 1, (9, 10): 0, (8, 1, 4): 6, (7, 1, 4, 9): 0, (10, 9, 8): 0, (4, 1, 7, 8): 0, (4, 7, 9): 0, (8, 10, 7): 2, (9, 7): 0, (8, 10): 6, (7, 10): 0, (10, 1, 4): 1, (1, 4, 7): 1, (1, 8): 0, (8, 4, 1): 4, (8, 9): 0, (9, 7, 8): 0, (7, 9, 1): 0, (10, 8, 1): 0, (1, 8, 7): 0, (1, 4, 10, 8): 0, (10, 1): 2, (8, 10, 1): 3, (7, 1, 9): 0, (8, 10, 7, 1): 0, (8, 1, 7): 1}",,,,,,,,,,,,,,,,,,,,,,
moray_2012_ward8.csv,,,,,,,,,,,,,,,"[1, 5, 8, 9]","{(1,): 124.0, (1, 3): 47.0, (3,): 36.0, (3, 1): 29.0}",,,,,,,,
north_ayrshire_2012_ward2.csv,,,,,,,,,,,,,,,"[1, 4, 9, 10]","{(2,): 98.0}",,,,,,,,
north_ayrshire_2012_ward5.csv,"[6, 2, 8, 3]","{(1,): 31, (1, 10): 13, (1, 10, 5): 2, (1, 10, 9): 0, (1, 10, 9, 5): 0, (1, 5): 2, (1, 5, 9): 0, (1, 7): 1, (1, 7, 5): 0, (1, 7, 9, 10): 0, (1, 9, 10): 0, (10,): 86, (10, 1): 18, (10, 1, 5): 5, (10, 1, 7): 0, (10, 1, 9): 0, (10, 5): 10, (10, 5, 1): 2, (10, 5, 9): 2, (10, 7): 1, (10, 7, 1): 0, (10, 7, 9): 0, (10, 9): 16, (10, 9, 1): 2, (10, 9, 5): 7, (10, 9, 7): 1, (10, 9, 7, 1): 0, (5,): 81, (5, 1): 2, (5, 1, 10): 0, (5, 1, 7): 0, (5, 1, 9): 0, (5, 10): 12, (5, 10, 1): 2, (5, 10, 1, 9): 0, (5, 10, 7): 0, (5, 10, 9): 1, (5, 7): 1, (5, 7, 1): 0, (5, 9): 6, (5, 9, 10): 1, (7,): 32, (7, 1): 0, (7, 1, 5): 0, (7, 1, 9): 0, (7, 10, 1): 1, (7, 5): 2, (7, 9): 0, (9,): 2, (9, 1): 1, (9, 1, 10): 1, (9, 10): 6, (9, 10, 1, 5): 0, (9, 10, 5): 0, (9, 5): 2}",,,,,,,,,,,,,"[2, 6, 8, 10]","{(4,): 59.0}",,,"[2, 3, 10, 6]","{(4,): 59.0, (4, 6): 19.0, (4, 6, 8): 7.0, (4, 8): 15.0, (4, 8, 6): 7.0, (6,): 164.0, (6, 4): 36.0, (6, 4, 8): 9.0, (6, 8): 32.0, (6, 8, 4): 16.0, (8,): 57.0, (8, 4): 1.0, (8, 4, 6): 2.0, (8, 6): 12.0, (8, 6, 4): 11.0}",,,,
north_ayrshire_2022_irvine_west.csv,,,,,,,,,,,,,,,,,,,,,"[6, 3, 8, 9]","{(1, 2, 10): 0, (4, 10, 5): 0, (5, 2): 0, (1, 5, 2, 10): 0, (1,): 4, (5, 4): 0, (4, 1, 10, 5): 0, (2, 10, 5): 0, (4, 5): 0, (1, 5): 3, (2,): 3, (1, 10, 5): 0, (5,): 2, (1, 10): 0, (10, 1, 5): 0, (10,): 0, (4, 1, 5): 1, (1, 2): 0, (4, 2): 0, (1, 4): 0, (4,): 2, (5, 4, 1, 10): 0, (5, 1, 10): 0, (4, 1): 0, (10, 2, 1, 5): 0, (1, 5, 4): 0, (4, 10, 2): 0, (2, 1, 5): 0, (4, 10): 0, (4, 1, 5, 10): 0, (10, 1, 2, 5): 0, (4, 5, 1): 0, (10, 5, 1): 0, (10, 2): 0, (10, 5, 1, 4): 0, (5, 1): 1, (2, 5, 1, 4): 0, (1, 5, 10): 0, (1, 4, 5): 0, (5, 2, 10, 1): 0, (2, 5, 10): 0, (5, 10, 1): 0, (2, 1): 0, (1, 2, 4): 0}","[6, 3, 8, 9]","{(6,): 96.0}"
north_lanarkshire_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward4.csv,,,,,,,,,,,"[5, 4, 6, 7]","{(4,): 98.0, (4, 5): 12.0, (4, 5, 6): 13.0, (4, 6): 6.0, (4, 6, 5): 5.0, (5,): 28.0, (5, 4): 5.0, (5, 4, 6): 3.0, (5, 6): 382.0, (5, 6, 4): 47.0, (6,): 30.0, (6, 4): 3.0, (6, 4, 5): 2.0, (6, 5): 220.0, (6, 5, 4): 25.0}",,,,,,,,,,,"[5, 4, 6, 7]","{(4,): 98.0, (4, 5): 12.0, (5,): 28.0, (5, 4): 5.0}"
renfrewshire_2017_ward9.csv,"[9, 3, 4, 10]","{(1,): 8, (1, 5): 5, (1, 5, 7): 1, (1, 6, 7): 0, (1, 7): 2, (1, 8): 2, (1, 8, 7): 0, (5,): 3, (5, 1): 2, (5, 1, 6): 0, (5, 1, 7): 0, (5, 6, 8): 0, (6,): 25, (6, 1): 0, (6, 1, 5): 0, (6, 7): 1, (6, 8): 0, (7,): 1, (8,): 1, (8, 1, 5): 0}",,,,,,,,,,,,,,,,,,,"[2, 9, 3, 10]","{(1,): 17, (1, 4): 6, (1, 4, 5): 1, (1, 4, 7, 8): 1, (1, 4, 8): 2, (1, 5): 10, (1, 5, 4): 1, (1, 5, 7): 2, (1, 7): 4, (1, 7, 4): 1, (1, 7, 8, 4): 1, (1, 8): 5, (1, 8, 7): 1, (4,): 113, (4, 1): 12, (4, 1, 5): 1, (4, 1, 8): 3, (4, 5): 6, (4, 5, 1): 4, (4, 7): 1, (4, 7, 1): 1, (4, 7, 1, 5): 1, (4, 7, 8): 1, (4, 8): 6, (4, 8, 1): 1, (4, 8, 7): 1, (5,): 7, (5, 1): 5, (5, 1, 4): 2, (5, 1, 7): 1, (5, 4): 3, (7,): 3, (7, 1, 4): 1, (7, 4, 1): 1, (8,): 2, (8, 1, 5): 1, (8, 4): 1, (8, 4, 1): 1}","[9, 2, 4, 10]","{(2,): 107.0, (2, 6): 357.0, (6,): 51.0, (6, 2): 208.0}"
south_lanarkshire_2012_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,"[3, 4, 9, 2]","{(6, 10, 1): 1, (10, 8): 2, (8,): 19, (10, 1, 8): 0, (1,): 3, (8, 10, 6): 0, (6, 10, 8): 0, (10, 6): 0, (5,): 6, (1, 10): 2, (10,): 9, (8, 6): 2, (6, 10): 1, (1, 6, 10): 0, (5, 6): 0, (5, 1): 0, (6,): 49, (1, 6): 2, (6, 8, 10): 1, (6, 8): 1, (6, 1, 10): 0, (6, 1): 0}",,
west_lothian_2022_ward4.csv,"[2, 7, 8, 10]","{(6, 9): 0, (4, 6, 1): 0, (3, 4, 9): 0, (6, 3, 4): 0, (3, 9): 1, (3, 9, 1): 1, (3, 4): 0, (9, 3, 4, 6): 0, (3, 9, 6): 0, (1,): 15, (1, 9, 3): 2, (9, 1): 12, (1, 9, 3, 6): 0, (1, 3, 6, 9): 0, (4, 9, 1): 2, (1, 6, 9): 1, (6, 9, 1): 1, (3, 1, 6): 0, (4, 9): 1, (9, 4, 1): 1, (4,): 8, (1, 3, 9): 0, (4, 1): 1, (1, 9, 6): 3, (3, 1, 9): 2, (9, 1, 3): 4, (9,): 19, (6, 3): 3, (1, 9, 4, 3): 0, (3, 1, 4): 0, (3, 6): 3, (3, 4, 1): 0, (1, 9, 4, 6): 0, (9, 3, 1): 0, (6, 3, 1): 1, (3, 6, 1): 1, (1, 6, 3): 0, (6, 4): 0, (6,): 12, (3, 9, 4): 0, (1, 4, 9): 2, (1, 6): 2, (1, 9, 4): 3, (4, 9, 6, 3, 1): 0, (4, 1, 9): 1, (3,): 17, (6, 1, 3): 0, (9, 1, 6): 1, (3, 1): 1, (9, 1, 4): 2, (6, 3, 1, 9): 1, (9, 3): 2, (1, 4, 3): 0, (9, 4): 1, (9, 6, 1): 0, (3, 6, 9): 0, (6, 9, 3): 0, (1, 9): 18, (1, 4, 6): 0, (1, 3): 0, (9, 1, 3, 6): 1, (6, 1, 9): 4}",,,"[2, 7, 8, 10]","{(6, 9): 0, (4, 6, 1): 0, (3, 4, 9): 0, (6, 3, 4): 0, (3, 9): 0, (3, 9, 1): 0, (3, 4): 0, (9, 3, 4, 6): 0, (3, 9, 6): 0, (1,): 3, (1, 9, 3): 0, (9, 1): 2, (1, 9, 3, 6): 0, (1, 3, 6, 9): 0, (4, 9, 1): 0, (1, 6, 9): 0, (6, 9, 1): 0, (3, 1, 6): 0, (4, 9): 0, (9, 4, 1): 0, (4,): 1, (1, 3, 9): 0, (4, 1): 0, (1, 9, 6): 0, (3, 1, 9): 0, (9, 1, 3): 0, (9,): 3, (6, 3): 0, (1, 9, 4, 3): 0, (3, 1, 4): 0, (3, 6): 0, (3, 4, 1): 0, (1, 9, 4, 6): 0, (9, 3, 1): 0, (6, 3, 1): 0, (3, 6, 1): 0, (1, 6, 3): 0, (6, 4): 0, (6,): 2, (3, 9, 4): 0, (1, 4, 9): 0, (1, 6): 0, (1, 9, 4): 0, (4, 9, 6, 3, 1): 0, (4, 1, 9): 0, (3,): 3, (6, 1, 3): 0, (9, 1, 6): 0, (3, 1): 0, (9, 1, 4): 0, (6, 3, 1, 9): 0, (9, 3): 0, (1, 4, 3): 0, (9, 4): 0, (9, 6, 1): 0, (3, 6, 9): 0, (6, 9, 3): 0, (1, 9): 3, (1, 4, 6): 0, (1, 3): 0, (9, 1, 3, 6): 0, (6, 1, 9): 0}",,,,,,,,,,,,,"[7, 2, 1, 5]","{(5,): 199.0, (7,): 58.0, (5, 7): 1.0, (7, 5): 3.0}",,,,
west_lothian_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward19.csv,,,"[3, 9, 4, 5]","{(3,): 68.0}",,,"[3, 9, 4, 5]","{(3,): 68.0}",,,,,,,,,,,,,,,"[9, 3, 4, 2]","{(9,): 259.0}"
aberdeen_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward4.csv,"[8, 5, 4, 10]","{(2, 7, 1): 0, (3, 7, 11): 1, (9, 2, 1, 7): 0, (11, 9, 7, 3): 1, (9, 3, 7, 11): 1, (1, 11, 2): 0, (11, 9, 2, 1): 0, (1, 11): 1, (2, 11, 9): 0, (7, 9, 2, 1): 0, (3, 7, 9, 11): 0, (9, 11): 3, (11, 7, 2, 3): 0, (9, 2, 1): 1, (7, 3, 11, 9): 0, (11, 3, 2, 9): 0, (7, 11): 4, (1,): 13, (3, 2): 0, (1, 3, 7, 11): 0, (11, 7, 9): 1, (7, 9, 11): 2, (2, 7, 3): 1, (2,): 14, (1, 3, 7): 1, (7, 9, 2): 0, (3, 2, 1, 7): 0, (7, 11, 3): 1, (11, 9, 2): 0, (7, 2, 3): 1, (3, 9, 2): 0, (1, 2, 9, 11): 1, (3, 7, 9): 3, (1, 2, 7): 0, (1, 2): 5, (7,): 16, (2, 3, 9): 0, (1, 2, 9): 0, (1, 11, 9): 0, (7, 3, 9): 5, (7, 11, 9, 2): 0, (11,): 6, (7, 11, 9, 3): 0, (3, 9, 7): 0, (1, 2, 11): 1, (2, 7, 9): 0, (2, 9): 3, (7, 9): 7, (2, 3): 0, (1, 7): 1, (7, 3, 9, 11): 0, (11, 1, 9): 0, (7, 3, 2): 0, (3, 7, 2): 0, (7, 3): 11, (9,): 10, (7, 9, 3): 2, (11, 1): 1, (1, 2, 3): 2, (7, 1): 1, (11, 9): 1, (7, 9, 3, 11): 0, (11, 3, 9): 0, (2, 9, 11): 1, (2, 1, 9, 11): 0, (9, 2, 3, 11): 0, (3, 9, 11): 1, (1, 11, 7): 0, (2, 11): 0, (11, 1, 3, 7): 0, (11, 9, 2, 1, 7): 0, (9, 11, 2): 2, (11, 9, 3, 2): 0, (3, 11, 7): 0, (11, 9, 3): 1, (3,): 23, (11, 7, 3, 2): 0, (3, 11, 2, 9): 0, (9, 1, 11): 1, (3, 2, 7): 0, (1, 2, 9, 11, 3): 0, (11, 2): 1, (9, 11, 7): 3, (11, 2, 9): 1, (3, 11, 9): 0, (9, 2): 1, (2, 7, 9, 11): 0, (11, 7, 3): 1, (9, 7): 1, (3, 1): 3, (9, 3): 1, (7, 9, 1): 1, (7, 2): 1, (1, 11, 3, 2, 9): 0, (2, 1, 3): 0, (2, 1): 2, (1, 9): 0, (1, 9, 11): 0, (1, 3): 1, (3, 7): 8, (7, 9, 1, 2): 0, (11, 9, 7): 0}",,,"[8, 5, 4, 10]","{(2, 7, 1): 1, (3, 7, 11): 2, (9, 2, 1, 7): 1, (11, 9, 7, 3): 2, (9, 3, 7, 11): 2, (1, 11, 2): 1, (11, 9, 2, 1): 1, (1, 11): 2, (2, 11, 9): 1, (7, 9, 2, 1): 1, (3, 7, 9, 11): 1, (9, 11): 5, (11, 7, 2, 3): 1, (9, 2, 1): 2, (7, 3, 11, 9): 1, (11, 3, 2, 9): 1, (7, 11): 8, (1,): 22, (3, 2): 1, (1, 3, 7, 11): 1, (11, 7, 9): 2, (7, 9, 11): 4, (2, 7, 3): 2, (2,): 24, (1, 3, 7): 2, (7, 9, 2): 1, (3, 2, 1, 7): 1, (7, 11, 3): 2, (11, 9, 2): 1, (7, 2, 3): 2, (3, 9, 2): 1, (1, 2, 9, 11): 2, (3, 7, 9): 6, (1, 2, 7): 1, (1, 2): 9, (7,): 28, (2, 3, 9): 1, (1, 2, 9): 1, (1, 11, 9): 1, (7, 3, 9): 9, (7, 11, 9, 2): 1, (11,): 10, (7, 11, 9, 3): 1, (3, 9, 7): 1, (1, 2, 11): 3, (2, 7, 9): 1, (2, 9): 6, (7, 9): 13, (2, 3): 1, (1, 7): 3, (7, 3, 9, 11): 1, (11, 1, 9): 1, (7, 3, 2): 1, (3, 7, 2): 1, (7, 3): 19, (9,): 18, (7, 9, 3): 4, (11, 1): 2, (1, 2, 3): 4, (7, 1): 2, (11, 9): 2, (7, 9, 3, 11): 1, (11, 3, 9): 1, (2, 9, 11): 3, (2, 1, 9, 11): 1, (9, 2, 3, 11): 1, (3, 9, 11): 2, (1, 11, 7): 1, (2, 11): 1, (11, 1, 3, 7): 1, (11, 9, 2, 1, 7): 1, (9, 11, 2): 4, (11, 9, 3, 2): 1, (3, 11, 7): 1, (11, 9, 3): 2, (3,): 39, (11, 7, 3, 2): 1, (3, 11, 2, 9): 1, (9, 1, 11): 3, (3, 2, 7): 1, (1, 2, 9, 11, 3): 1, (11, 2): 2, (9, 11, 7): 6, (11, 2, 9): 3, (3, 11, 9): 1, (9, 2): 3, (2, 7, 9, 11): 1, (11, 7, 3): 2, (9, 7): 3, (3, 1): 5, (9, 3): 3, (7, 9, 1): 2, (7, 2): 2, (1, 11, 3, 2, 9): 1, (2, 1, 3): 1, (2, 1): 4, (1, 9): 1, (1, 9, 11): 1, (1, 3): 3, (3, 7): 14, (7, 9, 1, 2): 1, (11, 9, 7): 1}",,,,,"[8, 4, 5, 6]","{(8,): 67.0, (5,): 20.0, (5, 8): 112.0, (8, 5): 129.0}",,,"[4, 5, 7, 10]","{(8,): 67.0, (3, 8): 2.0, (8, 3): 1.0, (3,): 39.0}",,,"[8, 4, 7, 10]","{(6,): 42.0}","[8, 5, 6, 9]","{(2, 7, 1): 0, (2, 4, 7): 0, (4, 3): 4, (4, 2, 3): 0, (3, 7, 11): 1, (2, 3, 4): 1, (1, 11, 2): 0, (7, 2, 4): 0, (4, 3, 11): 1, (4, 7, 11): 1, (1, 11): 1, (3, 4): 3, (11, 7, 2, 3): 0, (4, 2, 1, 11): 0, (7, 11): 6, (11, 7, 4): 0, (1,): 17, (3, 2): 0, (1, 3, 7, 11): 0, (2, 4): 3, (4, 3, 2): 0, (4, 11, 7): 0, (7, 3, 4): 1, (2, 4, 11): 0, (2, 7, 3): 1, (3, 4, 2): 0, (2,): 19, (1, 3, 7): 1, (3, 2, 1, 7): 0, (7, 11, 3): 1, (7, 2, 3): 1, (4, 7): 1, (1, 2, 7, 4): 0, (4, 1, 7): 1, (1, 2, 7): 0, (1, 2): 7, (4, 2): 13, (7,): 22, (4, 1, 2): 8, (7, 4, 3): 1, (7, 4, 2): 0, (11,): 8, (1, 4): 1, (1, 2, 11): 2, (4,): 86, (2, 3): 0, (1, 7): 2, (4, 1): 2, (7, 3, 2): 0, (2, 4, 3): 0, (4, 2, 11): 4, (3, 7, 2): 0, (7, 3): 15, (4, 11, 2): 1, (11, 1): 1, (11, 1, 2, 4): 0, (11, 4): 0, (1, 2, 3): 3, (7, 1): 1, (4, 1, 11): 1, (4, 1, 2, 7): 0, (7, 4): 4, (1, 11, 7): 0, (2, 11): 0, (11, 1, 3, 7): 0, (3, 11, 7): 0, (4, 2, 7): 1, (3,): 31, (11, 7, 3, 2): 0, (3, 2, 7): 0, (4, 11): 1, (11, 2): 1, (4, 11, 2, 1, 7): 0, (11, 7, 3): 1, (4, 2, 1): 20, (4, 3, 7, 1): 0, (3, 1): 4, (2, 1, 4): 2, (7, 2): 1, (1, 4, 2): 5, (3, 2, 4, 7): 0, (3, 7, 4): 2, (3, 11, 4): 0, (11, 4, 1, 3): 0, (2, 1, 3): 0, (2, 1): 3, (2, 4, 1): 4, (1, 3): 2, (1, 2, 4): 1, (3, 7): 11}","[5, 8, 6, 4]","{(8,): 67.0}"
east_renfrewshire_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2019_by_election_leith_walk.csv,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward1.csv,,,,,,,,,,,,,,,,,,,"[9, 5, 8, 10]","{(10,): 15.0}",,,,
glasgow_2007_baillieston.csv,,,"[2, 7, 4, 6]","{(7,): 450.0}",,,"[2, 7, 4, 6]","{(7,): 450.0}",,,"[2, 7, 4, 6]","{(7,): 450.0}",,,,,,,,,,,,
glasgow_2007_canal.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_govan.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_linn.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_shettleston.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward18.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2022_garnock_valley.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,"[4, 6, 10, 8]","{(8,): 120.0, (4, 8): 1.0, (8, 4): 1.0, (4,): 43.0}",,,,
